,VIX,MXEU_vol_ratio,neg_thresh_2.5sd_26w_pct,DXY_roc_26w,LMBITR_logret_12w,DXY_logret_26w,MXRU_st_lt_divergence,MXCN_st_lt_divergence,DXY_vol_ratio,GTITL2YR_diff_12w,LF94TRUU_st_lt_divergence,neg_thresh_2.5sd_26w_count,US0001M_logret_accel_4w,neg_thresh_2.0sd_12w_pct,CRY,neg_thresh_2.5sd_12w_count,neg_thresh_1.5sd_12w_count,neg_thresh_1.5sd_12w_pct,GT10_vol_ratio,GTITL2YR_diff_26w,EMUSTRUU_st_lt_divergence,LUMSTRUU_logret_12w,LUMSTRUU_st_lt_divergence,GTITL2YR_diff_accel_4w,LUACTRUU_st_lt_divergence,pos_thresh_2.0sd_26w_count,Cl1_vol_ratio,yield_dispersion_4w,DXY_logret_12w,MXBR_vol_ratio,Y,pre_crisis
2000-01-25,23.02,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,167.24,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-01-26,23.08142857142857,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,167.18428571428572,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-01-27,23.142857142857142,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,167.12857142857143,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-01-28,23.204285714285714,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,167.07285714285717,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-01-29,23.265714285714285,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,167.01714285714286,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-01-30,23.327142857142857,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.96142857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-01-31,23.388571428571428,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.90571428571428,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,0
2000-02-01,23.45,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.85,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-02,23.13571428571429,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.64714285714285,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-03,22.82142857142857,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.4442857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-04,22.507142857142856,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.24142857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-05,22.192857142857143,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,166.03857142857143,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-06,21.87857142857143,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,165.8357142857143,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-07,21.564285714285713,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0,0.0,165.63285714285715,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0024285714285717,0.0002354245737383,0.0,0.8294396256016515,0.0753549036535282,-0.0008424443639149,0.8159199518433452,0,1
2000-02-08,21.25,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0026074783442933,0.0,165.43,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0579999999999998,0.0002354245737383,0.0,0.8294396256016515,0.0452558565227783,-0.0008424443639149,0.8159199518433452,1,1
2000-02-09,21.48857142857143,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0029075586125447,0.0,166.02285714285716,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0549999999999998,0.0002354245737383,0.0,0.8294396256016515,0.0473575747988087,-0.0008424443639149,0.8159199518433452,1,1
2000-02-10,21.72714285714286,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.003207638880796,0.0,166.6157142857143,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0519999999999998,0.0002354245737383,0.0,0.8294396256016515,0.049459293074839,-0.0008424443639149,0.8159199518433452,1,1
2000-02-11,21.965714285714288,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0035077191490474,0.0,167.20857142857145,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0489999999999998,0.0002354245737383,0.0,0.8294396256016515,0.0515610113508693,-0.0008424443639149,0.8159199518433452,1,1
2000-02-12,22.204285714285714,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0038077994172988,0.0,167.80142857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0459999999999998,0.0002354245737383,0.0,0.8294396256016515,0.0536627296268997,-0.0008424443639149,0.8159199518433452,1,1
2000-02-13,22.442857142857143,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0041078796855502,0.0,168.39428571428573,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0429999999999999,0.0002354245737383,0.0,0.8294396256016515,0.05576444790293,-0.0008424443639149,0.8159199518433452,1,1
2000-02-14,22.681428571428572,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0044079599538016,0.0,168.98714285714286,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0399999999999999,0.0002354245737383,0.0,0.8294396256016515,0.0578661661789603,-0.0008424443639149,0.8159199518433452,1,1
2000-02-15,22.92,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0047080402220529,0.0,169.58,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0369999999999999,0.0002354245737383,0.0,0.8294396256016515,0.0599678844549907,-0.0008424443639149,0.8159199518433452,1,1
2000-02-16,23.34,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0056527885716168,0.0,169.4771428571429,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.027142857142857,0.0002354245737383,0.0,0.8294396256016515,0.0641801305834725,-0.0008424443639149,0.8159199518433452,1,1
2000-02-17,23.76,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0065975369211807,0.0,169.37428571428572,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0172857142857142,0.0002354245737383,0.0,0.8294396256016515,0.0683923767119544,-0.0008424443639149,0.8159199518433452,1,1
2000-02-18,24.18,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0075422852707445,0.0,169.27142857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,0.0074285714285713,0.0002354245737383,0.0,0.8294396256016515,0.0726046228404363,-0.0008424443639149,0.8159199518433452,1,1
2000-02-19,24.6,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0084870336203084,0.0,169.16857142857145,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0024285714285714,0.0002354245737383,0.0,0.8294396256016515,0.0768168689689181,-0.0008424443639149,0.8159199518433452,1,1
2000-02-20,25.02,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0094317819698722,0.0,169.0657142857143,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0122857142857143,0.0002354245737383,0.0,0.8294396256016515,0.0810291150974,-0.0008424443639149,0.8159199518433452,1,1
2000-02-21,25.44,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0103765303194361,0.0,168.96285714285716,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0221428571428571,0.0002354245737383,0.0,0.8294396256016515,0.0852413612258819,-0.0008424443639149,0.8159199518433452,1,1
2000-02-22,25.86,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0113212786689999,0.0,168.86,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.032,0.0002354245737383,0.0,0.8294396256016515,0.0894536073543638,-0.0008424443639149,0.8159199518433452,1,1
2000-02-23,25.50428571428571,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0090681626642925,0.0,169.05142857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0391428571428571,0.0002354245737383,0.0,0.8294396256016515,0.0838411259582397,-0.0008424443639149,0.8159199518433452,1,1
2000-02-24,25.14857142857143,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.006815046659585,0.0,169.24285714285716,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0462857142857142,0.0002354245737383,0.0,0.8294396256016515,0.0782286445621157,-0.0008424443639149,0.8159199518433452,1,1
2000-02-25,24.792857142857144,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0045619306548776,0.0,169.43428571428572,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0534285714285713,0.0002354245737383,0.0,0.8294396256016515,0.0726161631659917,-0.0008424443639149,0.8159199518433452,1,1
2000-02-26,24.437142857142856,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-0.0023088146501701,0.0,169.62571428571428,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0605714285714285,0.0002354245737383,0.0,0.8294396256016515,0.0670036817698676,-0.0008424443639149,0.8159199518433452,1,1
2000-02-27,24.08142857142857,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,-5.56986454627352e-05,0.0,169.81714285714284,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0677142857142856,0.0002354245737383,0.0,0.8294396256016515,0.0613912003737436,-0.0008424443639149,0.8159199518433452,1,1
2000-02-28,23.72571428571429,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0021974173592447,0.0,170.00857142857143,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0748571428571427,0.0002354245737383,0.0,0.8294396256016515,0.0557787189776196,-0.0008424443639149,0.8159199518433452,1,1
2000-02-29,23.37,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0044505333639521,0.0,170.2,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0819999999999998,0.0002354245737383,0.0,0.8294396256016515,0.0501662375814955,-0.0008424443639149,0.8159199518433452,1,0
2000-03-01,23.50428571428571,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0049910147526383,0.0,171.59142857142857,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0694285714285712,0.0002354245737383,0.0,0.8294396256016515,0.0495884015852538,-0.0008424443639149,0.8159199518433452,0,0
2000-03-02,23.638571428571428,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0055314961413244,0.0,172.98285714285714,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0568571428571426,0.0002354245737383,0.0,0.8294396256016515,0.0490105655890121,-0.0008424443639149,0.8159199518433452,0,0
2000-03-03,23.77285714285714,0.7910637802776923,0.0,-0.5656251604165449,0.0130997453174371,-0.0057084326230751,0.0046498063306934,0.004698017799791,0.8635192905615394,-0.0471428571428571,-0.0002899032919975,0.0,0.0060719775300105,0.0,174.37428571428572,0.0,0.0,0.0,0.8592875262511861,-0.1261428571428574,0.0005415011842466,0.009980429410231,-0.0007752566695228,-0.0442857142857141,0.0002354245737383,0.0,0.8294396256016515,0.0484327295927704,-0.0008424443639149,0.8159199518433452,0,0
